char,pinyin,definition,radical_char,radical_index,stroke_count,hsk_level,general_standard,frequency_rank
骨,gǔ,"bone; skeleton; frame, framework",骨,188.0,9,5,1523,1036.0
访,fǎng,"visit; ask, inquire",言,149.4,6,5,561,1037.0
弱,ruò,"weak; fragile, delicate",弓,57.7,10,5,2134,1038.0
鬼,guǐ,ghost; spirit of dead; devil,鬼,194.0,9,5,1573,1042.0
软,ruǎn,"soft, flexible, pliable; weak",車,159.4,8,5,1062,1043.0
扩,kuò,"expand, enlarge, stretch",手,64.3,6,5,364,1051.0
盖,gài,"cover, hide, protect",皿,108.6,11,5,2400,1052.0
雄,xióng,male of species; hero; manly,隹,172.4,12,5,2596,1054.0
稳,wěn,"stable, firm, solid, steady",禾,115.9,14,5,3118,1055.0
亿,yì,hundred million; many,人,9.1,3,5,44,1057.0
刺,cì,"stab; prick, irritate; prod",刀,18.6,8,5,1039,1058.0
拥,yōng,"embrace, hug, squeeze; crowd",手,64.5,8,5,974,1059.0
齐,qí,"even, uniform, of equal length",齊,210.0,6,5,518,1063.0
虚,xū,false,虍,141.5,11,5,2253,1071.0
析,xī,split wood; break apart; divide,木,75.4,8,5,1024,1073.0
透,tòu,"penetrate, pass through",辵,162.7,10,5,1950,1077.0
替,tì,"change, replace, substitute for",曰,73.8,12,5,2506,1079.0
途,tú,"way, road, path, journey; course",辵,162.7,10,5,1982,1085.0
兄,xiōng,elder brother,儿,10.3,5,5,250,1089.0
迅,xùn,"quick, hasty, rapid, sudden",辵,162.3,6,5,565,1090.0
套,tào,"case, cover, wrapper, envelope",大,37.7,10,5,1869,1091.0
贸,mào,"trade, barter; mixed; rashly",貝,154.5,9,5,1607,1092.0
唯,wéi,only; yes,口,30.8,11,5,2288,1094.0
轮,lún,"wheel; revolve, turn; recur",車,159.4,8,5,1061,1096.0
库,kù,"armory, treasury, storehouse",广,53.4,7,5,832,1097.0
迹,jī,"traces, impressions, footprints",辵,162.6,9,5,1623,1098.0
促,cù,"urge, press, hurry; close",人,9.7,9,5,1563,1102.0
延,yán,"delay, postpone, defer",廴,54.4,6,5,464,1103.0
震,zhèn,"shake, quake, tremor; excite",雨,173.7,15,5,3229,1104.0
甲,jiǎ,"armor, shell; fingernails; 1st heavenly stem",田,102.0,5,5,239,1106.0
伟,wěi,"great, robust; extraordinary",人,9.4,6,5,454,1107.0
缓,huǎn,"slow, leisurely; to postpone, delay",糸,120.9,12,5,2818,1111.0
闪,shǎn,"flash; avoid, dodge, evade",門,169.2,5,5,305,1113.0
哲,zhé,"wise, sagacious; wise man, sage",口,30.7,10,5,1802,1117.0
络,luò,"enmesh, wrap around; web, net",糸,120.6,9,5,1761,1118.0
纯,chún,"pure, clean, simple",糸,120.4,7,5,931,1125.0
忍,rěn,"endure, bear, suffer; forbear",心,61.3,7,5,925,1127.0
筑,zhù,ancient lute; build,竹,118.6,12,5,2682,1130.0
贝,bèi,"sea shell; money, currency",貝,154.0,4,5,114,1133.0
振,zhèn,"raise, excite, arouse action",手,64.7,10,5,1786,1140.0
圆,yuán,"circle; round, circular; complete",囗,31.7,10,5,1922,1145.0
搞,gǎo,"to clear, clarify",手,64.1,13,5,2842,1146.0
狂,kuáng,"insane, mad; violent; wild",犬,94.4,7,5,811,1147.0
措,cuò,"place; collect, arrange; employ",手,64.8,11,5,2162,1148.0
培,péi,bank up with dirt; cultivate,土,32.8,11,5,2184,1152.0
宽,kuān,"broad, wide; spacious, vast",宀,40.7,10,5,2098,1155.0
摆,bǎi,"put, place; display; swing, sway",手,64.1,13,5,2838,1158.0
伸,shēn,"extend, stretch out, open up; trust",人,9.5,7,5,775,1161.0
摩,mó,"rub, scour, grind; friction",手,64.11,15,5,3279,1162.0
悲,bēi,"sorrow, grief; sorry, sad",心,61.8,12,5,2603,1166.0
拍,pāi,"clap, tap, beat; beat or rhythm",手,64.5,8,5,970,1167.0
硬,yìng,"hard, firm, strong; obstinate",石,112.7,12,5,2589,1170.0
麦,mài,"wheat, barley, oats; simplified form of KangXi radical number 199",麥,199.0,7,5,601,1171.0
操,cāo,"conduct, run, control, manage",手,64.13,16,5,3317,1173.0
阻,zǔ,"impede, hinder, obstruct; oppose",阜,170.5,7,5,915,1175.0
订,dìng,draw up agreement; arrange,言,149.2,4,5,169,1176.0
赞,zàn,"help, support, assist, aid",貝,154.12,16,5,3355,1179.0
纷,fēn,"in disorder, scattered, tangled",糸,120.4,7,5,937,1181.0
喊,hǎn,"shout, call out, yell; howl; cry",口,30.9,12,5,2623,1183.0
违,wéi,"disobey, violate, defy; be apart from",辵,162.4,7,5,609,1184.0
汇,huì,"concourse; flow together, gather",水,85.2,5,5,309,1187.0
币,bì,"currency, coins, legal tender",巾,50.1,4,5,134,1188.0
殊,shū,"different, special, unusual",歹,78.6,10,5,1872,1191.0
献,xiàn,"offer, present; show, display",犬,94.9,13,5,2861,1192.0
裁,cái,cut out; decrease,衣,145.6,12,5,2532,1203.0
触,chù,"butt, ram, gore; touch",角,148.6,13,5,2980,1207.0
敬,jìng,"respect, honor; respectfully",攴,66.9,12,5,2553,1209.0
墙,qiáng,wall,土,32.11,14,5,3054,1212.0
召,zhào,imperial decree; summon,口,30.2,5,5,334,1214.0
罚,fá,"penalty, fine; punish, penalize",网,122.4,9,5,1519,1215.0
享,xiǎng,enjoy,亠,8.6,8,5,1206,1227.0
犹,yóu,"like, similar to, just like, as",犬,94.4,7,5,812,1230.0
彻,chè,"penetrate, pervade; penetrating",彳,60.4,7,5,792,1240.0
描,miáo,"copy, trace, sketch; depict",手,64.9,11,5,2163,1246.0
妙,miào,"mysterious, subtle; exquisite",女,38.4,7,5,919,1250.0
彼,bǐ,"that, there, those",彳,60.5,8,5,1162,1256.0
仿,fǎng,"imitate, copy; as if",人,9.4,6,5,474,1259.0
闭,bì,"shut, close; obstruct, block up",門,169.3,6,5,527,1267.0
庆,qìng,"congratulate, celebrate",广,53.3,6,5,515,1269.0
泪,lèi,"tears; weep, cry",水,85.5,8,5,1246,1271.0
朗,lǎng,"clear, bright; distinct",月,74.7,10,5,2109,1276.0
尾,wěi,"tail, extremity; end, stern",尸,44.4,7,5,905,1282.0
偷,tōu,"to steal, burglar, thief",人,9.9,11,5,2330,1284.0
虫,chóng,"insects, worms; KangXi radical 142",虫,142.0,6,5,423,1287.0
淡,dàn,"weak, watery; insipid, tasteless",水,85.8,11,5,2430,1293.0
恨,hèn,"hatred, dislike; resent, hate",心,61.6,9,5,1692,1295.0
繁,fán,"complicated, complex, difficult",糸,120.11,17,5,3419,1296.0
伴,bàn,"companion, comrade, partner; accompany",人,9.5,7,5,785,1298.0
旦,dàn,dawn; morning; day,日,72.1,5,5,235,1300.0
潮,cháo,"tide; moist, wet, damp; flow",水,85.12,15,5,3292,1302.0
粮,liáng,"food, grain, provisions",米,119.7,13,5,2998,1303.0
缩,suō,"contract, draw in, reduce",糸,120.11,14,5,3188,1304.0
挑,tiāo,a load carried on the shoulders; to carry,手,64.6,9,5,1387,1309.0
灰,huī,"ashes; dust; lime, mortar",火,86.2,6,5,397,1311.0
珍,zhēn,"precious, valuable, rare",玉,96.5,9,5,1358,1314.0
幕,mù,"curtain, screen, tent",巾,50.11,13,5,2854,1315.0
映,yìng,project; reflect light,日,72.5,9,5,1487,1316.0
隔,gé,"separate, partition",阜,170.1,12,5,2805,1319.0
启,qǐ,"open; begin, commence; explain",口,30.4,7,5,886,1320.0
泛,fàn,"to drift, float; careless, reckless",水,85.5,7,5,865,1327.0
偿,cháng,"repay, recompense; restitution",人,9.9,11,5,2327,1329.0
呆,dāi,"dull; dull-minded, simple, stupid",口,30.4,7,5,722,1338.0
衡,héng,"measure, weigh, judge, consider",行,144.1,16,5,3363,1340.0
舍,shě,"house, dwelling; dwell, reside",舌,135.2,8,5,1165,1344.0
婆,pó,old woman; grandmother,女,38.8,11,5,2435,1347.0
灾,zāi,"calamity, disaster, catastrophe",火,86.3,7,5,883,1349.0
胆,dǎn,"gall bladder; bravery, courage",肉,130.5,9,5,1593,1352.0
俗,sú,"social customs; vulgar, unrefined",人,9.7,9,5,1568,1354.0
辩,biàn,"dispute, argue, debate, discuss",辛,160.9,16,5,3372,1355.0
胸,xiōng,"breast, bosom, chest; thorax",肉,130.6,10,5,1996,1356.0
劲,jìn,"strong, unyielding, tough, power",力,19.5,7,5,926,1358.0
辑,jí,"gather up, collect; edit, compile",車,159.9,13,5,2889,1362.0
恢,huī,"restore; big, great, immense, vast",心,61.6,9,5,1686,1364.0
圈,quān,to circle; a circle; corral,囗,31.8,11,5,2302,1366.0
摸,mō,gently touch with hand; caress,手,64.11,13,5,2833,1367.0
润,rùn,"soft, moist; sleek; freshen",水,85.7,10,5,2081,1369.0
堆,duī,"heap, pile, crowd; pile up",土,32.8,11,5,2173,1370.0
碰,pèng,"collide, bump into",石,112.8,13,5,2880,1371.0
废,fèi,"abrogate, terminate, discard",广,53.5,8,5,1220,1376.0
壁,bì,partition wall; walls of a house,土,32.13,16,5,3384,1380.0
吹,chuī,"blow; puff; brag, boast",口,30.4,7,5,744,1390.0
糊,hú,"paste, stick on with paste",米,119.9,15,5,3287,1393.0
盾,dùn,"shield, shield-shaped object; currency sign for Dutch guilder",目,109.4,9,5,1579,1395.0
乏,fá,lack; poor,丿,4.4,4,5,147,1399.0
诊,zhěn,"examine patient, diagnose",言,149.5,7,5,896,1401.0
摄,shè,"take in, absorb; act as deputy",手,64.1,13,5,2832,1403.0
凭,píng,"lean on, depend on, rely on",几,16.6,8,5,1148,1410.0
抢,qiǎng,"plunder, rob, take by force",手,64.4,7,5,637,1412.0
绪,xù,"end of thread; thread, clue",糸,120.8,11,5,2487,1413.0
肩,jiān,shoulders; to shoulder; bear,肉,130.4,8,5,1289,1415.0
幻,huàn,"illusion, fantasy, mirage",幺,52.1,4,5,189,1417.0
碎,suì,"break, smash; broken, busted",石,112.8,13,5,2879,1420.0
综,zōng,arrange threads for weaving,糸,120.8,11,5,2496,1425.0
返,fǎn,"return, revert to, restore",辵,162.4,7,5,794,1430.0
薄,báo,"thin, slight, weak; poor, stingy",艸,140.13,16,5,3326,1433.0
悄,qiāo,"silent, quiet, still; anxious",心,61.7,10,5,2092,1434.0
敏,mǐn,"fast, quick, clever, smart",攴,66.7,11,5,2323,1436.0
碍,ài,"obstruct, hinder, block, deter",石,112.8,13,5,2876,1437.0
矛,máo,"spear, lance; KangXi radical 110",矛,110.0,5,5,343,1441.0
幅,fú,"piece, strip, breadth of, hem",巾,50.9,12,5,2648,1444.0
颗,kē,"grain, kernel",頁,181.8,14,5,3100,1448.0
骂,mà,"accuse, blame, curse, scold",口,30.6,9,5,1505,1449.0
赏,shǎng,"reward, grant, bestow; appreciate",貝,154.8,12,5,2609,1450.0
贴,tiē,"paste to, stick on; attached to",貝,154.5,9,5,1521,1454.0
腰,yāo,waist; kidney,肉,130.9,13,5,2969,1458.0
眉,méi,eyebrows; upper margin of book,目,109.4,9,5,1729,1460.0
恋,liàn,"love; long for, yearn for; love",心,61.6,10,5,2016,1464.0
吓,xià,"scare, frighten; intimidate",口,30.3,6,5,422,1466.0
辞,cí,"words, speech, expression, phrase",舌,135.7,13,5,2947,1469.0
尺,chǐ,,尸,44.1,4,5,175,1474.0
辈,bèi,"generation, lifetime; class",非,175.4,12,5,2602,1477.0
滑,huá,"slip, slide; slippery, polished",水,85.1,12,5,2761,1480.0
绕,rào,entwine; wind around; surround,糸,120.6,9,5,1755,1485.0
趋,qū,"hasten, hurry; be attracted to",走,156.5,12,5,2516,1486.0
胁,xié,"ribs, armpits; flank; threaten",肉,130.4,8,5,1191,1494.0
插,chā,"insert, stick into; plant",手,64.9,12,5,2526,1495.0
慧,huì,"bright, intelligent; intelligence",心,61.11,15,5,3189,1505.0
媒,méi,"go-between, matchmaker; medium",女,38.9,12,5,2808,1506.0
佩,pèi,"belt ornament, pendant; wear at waist, tie to the belt; respect",人,9.6,8,5,1150,1507.0
豪,háo,"brave, heroic, chivalrous",豕,152.7,14,5,3141,1513.0
兼,jiān,"unite, combine; connect; and",八,12.8,10,5,2056,1515.0
跃,yuè,"skip, jump, frolic",足,157.4,11,5,2276,1516.0
肃,sù,pay respects; reverently,聿,129.4,8,5,1303,1518.0
驶,shǐ,"sail, drive, pilot; fast, quick",馬,187.5,8,5,1341,1520.0
届,jiè,"numerary adjunct for time, term",尸,44.5,8,5,1309,1522.0
欣,xīn,"happy, joyous, delighted",欠,76.4,8,5,1158,1523.0
惠,huì,"favor, benefit, confer kindness",心,61.8,12,5,2580,1524.0
册,cè,"book, volume, register, list",冂,13.3,5,5,290,1525.0
飘,piāo,"whirlwind, cyclone; floating",風,182.11,15,5,3221,1527.0
闲,xián,"fence, guard; defend; idle time",門,169.4,7,5,846,1529.0
频,pín,"frequently, again and again",頁,181.7,13,5,2892,1535.0
递,dì,"hand over, deliver; substitute",辵,162.7,10,5,2064,1538.0
撞,zhuàng,"knock against, bump into, collide",手,64.12,15,5,3202,1540.0
滚,gǔn,turn,水,85.11,13,5,3015,1542.0
贡,gòng,"offer tribute; tribute, gifts",貝,154.3,7,5,627,1548.0
疯,fēng,"crazy, insane, mentally ill",疒,104.4,9,5,1626,1549.0
瞧,qiáo,"glance at, look at, see",目,109.12,17,5,3402,1551.0
燃,rán,"burn; light fire, ignite",火,86.12,16,5,3376,1553.0
锁,suǒ,"lock, padlock; shackles, chains",金,167.7,12,5,2660,1558.0
劝,quàn,"recommend, advise, urge",力,19.2,4,5,186,1562.0
搜,sōu,"search, seek; investigate",手,64.9,12,5,2528,1564.0
勤,qín,"industrious, diligent, attentive",力,19.11,13,5,2848,1565.0
戒,jiè,"warn, caution, admonish",戈,62.3,7,5,606,1566.0
驾,jià,"to drive, sail, fly; a cart, carriage",馬,187.5,8,5,1332,1567.0
柔,róu,"soft; gentle, pliant",木,75.5,9,5,1750,1573.0
腐,fǔ,"rot, decay, spoil; rotten",肉,130.8,14,5,3144,1576.0
幼,yòu,"infant, young child; immature",幺,52.2,5,5,346,1577.0
践,jiàn,"trample, tread upon, walk on",足,157.5,12,5,2628,1578.0
浓,nóng,"thick, strong, concentrated",水,85.6,9,5,1682,1585.0
竹,zhú,bamboo; flute; KangXi radical 118,竹,118.0,6,5,450,1588.0
逻,luó,patrol; inspect; watch; patrol,辵,162.8,11,5,2295,1591.0
遵,zūn,"obey, comply with, follow; honor",辵,162.12,15,5,3288,1593.0
饰,shì,"decorate, ornament, adorn",食,184.5,8,5,1201,1604.0
贷,dài,lend; borrow; pardon,貝,154.5,9,5,1558,1605.0
叙,xù,"express, state, relate, narrate",又,29.7,9,5,1586,1607.0
沟,gōu,"ditch, drain, narrow waterway",水,85.4,7,5,868,1610.0
扶,fú,"support, help; protect; hold on",手,64.4,7,5,612,1612.0
寿,shòu,"old age, long life; lifespan",寸,41.4,7,5,599,1615.0
询,xún,"inquire into, ask about; consult",言,149.6,8,5,1299,1617.0
匆,cōng,"hastily, in haste, hurriedly",勹,20.3,5,5,289,1622.0
奈,nài,"but, how; bear, stand, endure",大,37.5,8,5,1048,1624.0
慰,wèi,"comfort, console, calm",心,61.11,15,5,3310,1632.0
怨,yuàn,"hatred, enmity, resentment",心,61.5,9,5,1608,1637.0
躲,duǒ,"hide, secrete; avoid, escape",身,158.6,13,5,2962,1644.0
紫,zǐ,"purple, violet; amethyst; surname",糸,120.5,12,5,2604,1646.0
艰,jiān,"difficult, hard; distressing",又,29.6,8,5,1335,1647.0
慌,huāng,"nervous, panicky, frantic",心,61.1,12,5,2771,1650.0
吐,tǔ,"vomit, spew out, cough up",口,30.3,6,5,421,1653.0
咬,yǎo,"bite, gnaw",口,30.6,9,5,1512,1658.0
挤,jǐ,"crowd, squeeze, push against",手,64.6,9,5,1392,1661.0
弯,wān,"bend, curve",弓,57.6,9,5,1616,1662.0
雾,wù,"fog, mist, vapor, fine spray",雨,173.5,13,5,2886,1670.0
屈,qū,"bend, flex; bent, crooked; crouch",尸,44.5,8,5,1311,1684.0
蛇,shé,snake,虫,142.5,11,5,2280,1689.0
鼠,shǔ,"rat, mouse; KangXi radical 208",鼠,208.0,13,5,2958,1693.0
吨,dūn,"metric ton; (Cant.) to babble, gibberish",口,30.4,7,5,730,1700.0
池,chí,"pool, pond; moat; cistern",水,85.3,6,5,540,1709.0
冠,guān,"cap, crown, headgear",冖,14.7,9,5,1705,1713.0
尘,chén,"dust, dirt, ashes, cinders",小,42.3,6,5,414,1718.0
浅,qiǎn,"shallow, not deep; superficial",水,85.5,8,5,1240,1721.0
喷,pēn,"spurt, blow out, puff out",口,30.9,12,5,2618,1729.0
凌,líng,pure; virtuous; insult; maltreat,冫,15.8,10,5,2014,1731.0
赔,péi,"indemnify, suffer loss",貝,154.8,12,5,2654,1734.0
涂,tú,surname; name of certain rivers,水,85.7,10,5,2075,1735.0
亏,kuī,"lose, fail; damage; deficient",二,7.1,3,5,25,1738.0
寂,jì,"still, silent, quiet, desolate",宀,40.8,11,5,2454,1739.0
煤,méi,"coal, coke, charcoal, carbon",火,86.9,13,5,3003,1740.0
恭,gōng,"respectful, polite, reverent",心,61.6,10,5,1820,1742.0
湿,shī,"wet, moist, humid, damp; illness",水,85.9,12,5,2756,1743.0
秩,zhì,order; orderly; salary; decade,禾,115.5,10,5,1947,1749.0
宿,sù,"stop, rest, lodge, stay overnight; constellation",宀,40.8,11,5,2455,1752.0
烂,làn,"rotten, spoiled, decayed",火,86.5,9,5,1660,1754.0
抖,dǒu,"tremble, shake, rouse; give shake",手,64.4,7,5,648,1757.0
夹,jiā,be wedged or inserted between,一,1.5,6,5,402,1758.0
昆,kūn,elder brother; descendants,日,72.4,8,5,1080,1759.0
猪,zhū,"pig, hog, wild boar",犬,94.9,11,5,2365,1762.0
慎,shèn,"act with care, be cautious",心,61.1,13,5,3023,1765.0
玻,bō,glass,玉,96.5,9,5,1361,1769.0
齿,chǐ,"teeth; gears, cogs; age; simplified form of the KangXi radical number 211",齒,211.0,8,5,1068,1773.0
押,yā,"mortgage, pledge; deposit; to pawn; to arrest, detain, guard",手,64.5,8,5,965,1775.0
漠,mò,"desert; aloof, indifferent, cool",水,85.11,13,5,3006,1777.0
疲,pí,"feel tired, be exhausted; weak",疒,104.5,10,5,2032,1778.0
醉,zuì,"intoxicated, drunk; addicted to",酉,164.8,15,5,3224,1783.0
拳,quán,fist; various forms of boxing,手,64.6,10,5,2052,1784.0
斜,xié,"slanting, sloping, inclined",斗,68.7,11,5,2347,1786.0
档,dàng,"shelf; frame, crosspiece",木,75.6,10,5,1838,1787.0
豆,dòu,"beans, peas; bean-shaped",豆,151.0,7,5,696,1793.0
涨,zhǎng,rise in price,水,85.7,10,5,2086,1803.0
拼,pīn,"join together, link, incorporate",手,64.6,9,5,1393,1820.0
歇,xiē,"rest, stop, lodge",欠,76.9,13,5,2908,1828.0
桃,táo,peach; marriage; surname,木,75.6,10,5,1844,1839.0
嘉,jiā,excellent; joyful; auspicious,口,30.11,14,5,3056,1845.0
俊,jùn,"talented, capable; handsome",人,9.7,9,5,1578,1847.0
乙,yǐ,second; 2nd heavenly stem,乙,5.0,1,5,2,1872.0
妨,fáng,"interfere with, impede, obstruct",女,38.4,7,5,922,1873.0
挣,zhēng,"strive, endeavor, struggle",手,64.6,9,5,1391,1875.0
览,lǎn,"look at, inspect; perceive",見,147.5,9,5,1472,1886.0
璃,lí,glass,玉,96.11,14,5,3051,1894.0
滴,dī,drip; drop of water,水,85.11,14,5,3165,1896.0
姿,zī,,女,38.6,9,5,1630,1899.0
丑,chǒu,"clown, comedian; 2nd terrestrial branch",一,1.3,4,5,177,1901.0
劣,liè,"bad, inferior; slightly",力,19.4,6,5,416,1902.0
匹,pǐ,bolt of cloth; counter for horses,匸,23.2,4,5,99,1908.0
俱,jù,"all, together; accompany",人,9.8,10,5,1962,1909.0
蜂,fēng,"bee, wasp, hornet",虫,142.7,13,5,2925,1912.0
糟,zāo,"sediment, dregs; pickle",米,119.11,17,5,3428,1918.0
谨,jǐn,"prudent, cautious; attentive",言,149.11,13,5,3030,1917.0
苗,miáo,sprouts; Miao nationality,艸,140.5,8,5,1005,1920.0
肠,cháng,intestines; emotions; sausage,肉,130.3,7,5,807,1921.0
挡,dǎng,"obstruct, impede; stop; resist",手,64.6,9,5,1379,1933.0
纲,gāng,"heavy rope, hawser; main points",糸,120.4,7,5,933,1934.0
肌,jī,muscle tissue; meat on bones,肉,130.2,6,5,495,1935.0
膀,bǎng,upper arm; shoulder; wing,肉,130.1,14,5,3134,1941.0
卧,wò,lie down; crouch,臣,131.2,8,5,1037,1944.0
欠,qiàn,"owe, lack, be deficient; KangXi radical number 76",欠,76.0,4,5,153,1948.0
夸,kuā,"extravagant, luxurious; handsome",大,37.3,6,5,395,1955.0
豫,yù,"relaxed, comfortable, at ease",豕,152.9,15,5,3313,1956.0
胃,wèi,stomach; gizzard of fowl,肉,130.5,9,5,1494,1957.0
睁,zhēng,open eyes; stare,目,109.6,11,5,2261,1963.0
铃,líng,bell,金,167.5,10,5,1933,1969.0
吻,wěn,kiss; the lips; coinciding,口,30.4,7,5,743,1973.0
脆,cuì,"crisp; fragile, frail; brittle",肉,130.6,10,5,1994,1976.0
柴,chái,"firewood, faggots, fuel",木,75.5,10,5,1880,1981.0
绳,shéng,"rope, string, cord; control",糸,120.8,11,5,2491,1983.0
眠,mián,"close eyes, sleep; hibernate",目,109.5,10,5,1888,1986.0
傻,shǎ,"foolish, silly, stupid; an imbecile",人,9.11,13,5,2960,1989.0
扇,shàn,fan; door panel,戶,63.6,10,5,2113,1993.0
柜,guì,"cabinet, cupboard; shop counter",木,75.5,8,5,1022,1994.0
拦,lán,"obstruct, impede, bar, hinder",手,64.5,8,5,982,1996.0
夕,xī,"evening, night, dusk; slanted",夕,36.0,3,5,46,2003.0
姻,yīn,relatives by marriage,女,38.6,9,5,1738,2007.0
氛,fēn,"gas, vapor, air",气,84.4,8,5,1124,2009.0
蜜,mì,honey; sweet; nectar,虫,142.8,14,5,3175,2014.0
摘,zhāi,"pluck, pick; select; specify",手,64.11,14,5,3062,2026.0
披,pī,wear; split; crack,手,64.5,8,5,990,2032.0
辅,fǔ,cheek bone; protective; assist,車,159.7,11,5,2250,2033.0
盆,pén,"basin, tub, pot, bowl",皿,108.4,9,5,1590,2035.0
吵,chǎo,"argue, dispute; disturb, annoy",口,30.4,7,5,735,2040.0
嗯,ń,final particle,口,30.1,13,5,5467,2042.0
骤,zhòu,procedure; gallop; sudden(ly),馬,187.14,17,5,3436,2045.0
漏,lòu,"leak, drip; funnel; hour glass",水,85.11,14,5,3168,2052.0
悠,yōu,"long, far, remote, distant; liesurely",心,61.7,11,5,2326,2055.0
滩,tān,"bank, a sandbar, shoal; rapids",水,85.1,13,5,3022,2062.0
嫁,jià,"to marry, give a daughter in marriage",女,38.1,13,5,3042,2063.0
催,cuī,"press, urge",人,9.11,13,5,2959,2064.0
翅,chì,wings; fin,羽,124.4,10,5,1859,2066.0
锅,guō,"cooking-pot, saucepan",金,167.7,12,5,2662,2074.0
拆,chāi,"to break up, split apart, rip open; to destroy",手,64.5,8,5,972,2076.0
棋,qí,chess; any game similar to chess,木,75.8,12,5,2564,2089.0
唉,āi,"alas, exclamation of surprise or pain",口,30.7,10,5,1916,2091.0
孕,yùn,"be pregnant, pregnancy",子,39.2,5,5,338,2094.0
链,liàn,"chain, wire, cable; chain, shack",金,167.7,12,5,2658,2099.0
艳,yàn,"beautiful, sexy, voluptuous",色,139.4,10,5,1770,2104.0
臭,chòu,"smell, stink, emit foul odor",自,132.4,10,5,1970,2105.0
趁,chèn,"take advantage of, avail oneself",走,156.5,12,5,2515,2109.0
愁,chóu,"anxiety; to worry about, be anxious",心,61.9,13,5,2951,2113.0
孝,xiào,"filial piety, obedience; mourning",子,39.4,7,5,638,2116.0
冻,dòng,"freeze; cold, congeal; jelly",冫,15.5,7,5,827,2127.0
闯,chuǎng,"rush in, burst in, charge in",門,169.3,6,5,529,2129.0
宴,yàn,"to entertain, feast; a feast, banquet",宀,40.7,10,5,2101,2155.0
矩,jǔ,,矢,111.5,9,5,1540,2160.0
胶,jiāo,"glue, gum, resin, rubber; sound; shin bone",肉,130.6,10,5,2000,2170.0
盼,pàn,"look, gaze; expect, hope for",目,109.4,9,5,1480,2174.0
脖,bó,neck,肉,130.7,11,5,2356,2175.0
虹,hóng,rainbow,虫,142.3,9,5,1497,2176.0
账,zhàng,"accounts; bill, debt; credit",貝,154.4,8,5,1114,2179.0
倡,chàng,"guide, leader; lead, introduce",人,9.8,10,5,1963,2185.0
猴,hóu,"monkey, ape; monkey-like",犬,94.9,12,5,2721,2187.0
寓,yù,residence; lodge; dwell,宀,40.9,12,5,2782,2199.0
狮,shī,lion,犬,94.6,9,5,1601,2211.0
抄,chāo,"copy, confiscate, seize",手,64.4,7,5,626,2213.0
晕,yūn,"halo in sky; fog; dizzy, faint",日,72.6,10,5,1897,2215.0
砍,kǎn,"hack, chop, cut, fell",石,112.4,9,5,1454,2217.0
剪,jiǎn,"scissors; cut, divide, separate",刀,18.9,11,5,2406,2227.0
叉,chā,"crotch; fork, prong",又,29.1,3,5,71,2231.0
拐,guǎi,"kidnap, abduct; turn",手,64.5,8,5,967,2232.0
捐,juān,"contribute; give up, renounce",手,64.7,10,5,1797,2235.0
歪,wāi,"slant; inclined; askewd, awry",止,77.5,9,5,1445,2239.0
粘,zhān,"viscous, mucous; glutinous",米,119.5,11,5,2402,2240.0
陌,mò,foot path between rice fields,阜,170.6,8,5,1318,2243.0
窄,zhǎi,"narrow, tight; narrow-minded",穴,116.5,10,5,2104,2244.0
鞭,biān,whip; whip; string of firecrackers,革,177.9,18,5,3438,2250.0
厘,lí,thousandth part of tael,厂,27.7,9,5,1448,2262.0
厦,shà,"big building, mansion",厂,27.1,12,5,2588,2264.0
恳,kěn,"sincere, earnest, cordial",心,61.6,10,5,2130,2265.0
憾,hàn,"to regret, remorse; dissatisfied",心,61.13,16,5,3381,2269.0
摔,shuāi,"fall ground, stumble, trip",手,64.11,14,5,3063,2270.0
愧,kuì,"ashamed, conscience-stricken",心,61.1,12,5,2776,2275.0
洒,sǎ,sprinkle; scatter; pour; to wipe away; to shiver,水,85.6,9,5,1665,2283.0
哎,āi,interjection of surprise,口,30.6,8,5,1082,2294.0
钓,diào,"fish; fishhook; tempt, lure",金,167.3,8,5,1120,2305.0
蝶,dié,butterfly,虫,142.9,15,5,3245,2306.0
讽,fěng,"recite, incant; satirize",言,149.4,6,5,559,2322.0
旬,xún,ten-day period; period of time,日,72.2,6,5,500,2332.0
撕,sī,"rip, tear; buy cloth",手,64.12,15,5,3191,2334.0
谦,qiān,"humble, modest",言,149.1,12,5,2798,2345.0
兔,tù,"rabbit, hare",儿,10.6,8,5,1195,2364.0
荐,jiàn,"repeat, reoccur; recommend",艸,140.6,9,5,1405,2367.0
炭,tàn,charcoal; coal; carbon,火,86.5,9,5,1517,2369.0
舅,jiù,,臼,134.7,13,5,2957,2375.0
裹,guǒ,"wrap, bind; encircle, confine",衣,145.8,14,5,3139,2387.0
瞎,xiā,"blind, reckless; rash",目,109.1,15,5,3235,2395.0
咨,zī,"inquire, consult, discuss; plan",口,30.6,9,5,1629,2408.0
宠,chǒng,"favorite, concubine; favor",宀,40.5,8,5,1277,2422.0
兑,duì,cash; exchange,儿,10.5,7,5,850,2424.0
霉,méi,"mildew, mold; moldy, mildewed",雨,173.7,15,5,3231,2425.0
塘,táng,"pond; tank; dike, embankment",土,32.1,13,5,2843,2436.0
帘,lián,flag-sign of a tavern,巾,50.5,8,5,1283,2458.0
厢,xiāng,"side-room, wing; theatre box",厂,27.9,11,5,2238,2467.0
乖,guāi,"rebel; crafty, shrewd",丿,4.7,8,5,1128,2470.0
